"ID","Name","Description","Sort ID","Type","Item Group","Text Type","Icon Type","Icon","Equip Icon","Icon Colour","Add Icon Type","Rarity","Max Count","Palico Max","Enable On Raptor","Sell Price","Buy Price","Fixed","Shikyu","Eatable","Window","Infinite","Heal Raw","Heal","Battle Raw","Battle","Special Raw","Special","For money Raw","For Money","Out Box Raw","Out Box","Non Level Shell Raw","Non Level Shell","Column 30","Column 31","Get Rank 1 Raw","Get Rank 2 Raw","Get Rank 1","Get Rank 2"
167,"Hot Drink","Provides temporary relief
from extreme cold.",15,"EXPENDABLE","INVALID","TYPE_00","ITEM_0070",CellImage,"INVALID","I_VERMILION","INVALID",1,5,5,true,25,250,false,false,true,true,false,"01",true,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
168,"Demondrug","Temporarily boosts your
attack power by filling
you with demonic strength.",20,"EXPENDABLE","INVALID","TYPE_00","ITEM_0071",CellImage,"INVALID","I_RED","INVALID",4,5,5,true,67,668,false,false,true,true,false,"01",true,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
169,"Might Pill","Temporarily endows you with
the strength of a mighty god.
Potent!",22,"EXPENDABLE","INVALID","TYPE_00","ITEM_0012",CellImage,"INVALID","I_RED","INVALID",4,5,5,true,280,2831,false,false,true,true,false,"01",true,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
170,"Mega Demondrug","Temporarily boosts your
attack power even more
than a regular Demondrug.",21,"EXPENDABLE","INVALID","TYPE_00","ITEM_0071",CellImage,"INVALID","I_RED","GREAT",5,5,5,true,283,2831,false,false,true,true,false,"01",true,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
171,"Armorskin","Temporarily boosts your
defense by turning your
skin as hard as rock.",24,"EXPENDABLE","INVALID","TYPE_00","ITEM_0071",CellImage,"INVALID","I_ORANGE","INVALID",4,5,5,true,58,578,false,false,true,true,false,"01",true,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
172,"Adamant Pill","Temporarily makes your skin
as hard as adamant. Potent!",26,"EXPENDABLE","INVALID","TYPE_00","ITEM_0012",CellImage,"INVALID","I_ORANGE","INVALID",4,5,5,true,260,2696,false,false,true,true,false,"01",true,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
173,"Mega Armorskin","Temporarily boosts your
defense even more than
regular Armorskin.",25,"EXPENDABLE","INVALID","TYPE_00","ITEM_0071",CellImage,"INVALID","I_ORANGE","GREAT",5,5,5,true,269,2696,false,false,true,true,false,"01",true,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
174,"Herbal Medicine","Removes all traces of poison
and restores a slight amount
of health.",9,"EXPENDABLE","INVALID","TYPE_00","ITEM_0012",CellImage,"INVALID","I_BLUE","INVALID",2,5,5,true,25,250,false,false,true,true,false,"01",true,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
175,"Herbal Powder","Produces a cloud that cures
poison and heals you a bit.",29,"EXPENDABLE","INVALID","TYPE_00","ITEM_0010",CellImage,"INVALID","I_BLUE","INVALID",4,3,3,true,315,6300,false,false,false,true,false,"01",true,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
176,"Demon Powder","A mysterious powder that produces
a cloud around the area that
temporarily strengthens attacks.",30,"EXPENDABLE","INVALID","TYPE_00","ITEM_0010",CellImage,"INVALID","I_RED","INVALID",4,3,3,true,315,6300,false,false,false,true,false,"01",true,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
177,"Hardshell Powder","A mysterious powder; when
dispersed, temporarily
strengthens defense.",31,"EXPENDABLE","INVALID","TYPE_00","ITEM_0010",CellImage,"INVALID","I_ORANGE","INVALID",4,3,3,true,315,6300,false,false,false,true,false,"01",true,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
178,"Dust of Life","Produces a cloud that restores
a large amount of health for you
and anyone nearby.",28,"EXPENDABLE","INVALID","TYPE_00","ITEM_0010",CellImage,"INVALID","I_IVORY","GREAT",6,2,2,true,690,6900,false,false,false,true,false,"01",true,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
179,"Cleanser","Immediately removes any frost
or webbing on your body.",12,"EXPENDABLE","INVALID","TYPE_00","ITEM_0070",CellImage,"INVALID","I_SKY","INVALID",2,10,10,true,14,140,false,false,false,true,false,"01",true,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
180,"Poison Smoke Bomb","Releases a cloud of toxic
mist when used. Also popular
as a household bug bomb.",58,"EXPENDABLE","INVALID","TYPE_00","ITEM_0020",CellImage,"INVALID","I_PURPLE","INVALID",2,5,5,false,60,600,false,false,false,true,false,"00",false,"01",true,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
181,"Tranq Bomb","A hand grenade used to capture
monsters ensnared in traps. Can
be slammed against the ground.",56,"EXPENDABLE","INVALID","TYPE_00","ITEM_0020",CellImage,"INVALID","I_PINK","INVALID",3,8,8,false,35,350,false,false,false,true,false,"00",false,"01",true,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
182,"Throwing Knife","A knife that can be equipped to
your Slinger. Can be coated with
a range of substances.",1,"TOOL","INVALID","TYPE_03","ITEM_0025",CellImage,"INVALID","I_WHITE","INVALID",4,1,1,true,0,0,true,false,false,true,true,"00",false,"00",false,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
183,"Poison Pod","Slinger ammo that inflicts 
poison on a target upon 
impact.",721,"EXPENDABLE","INVALID","TYPE_01","ITEM_0061",CellImage,"INVALID","I_PURPLE","INVALID",2,2,2,true,0,0,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
184,"Para Pod","Slinger ammo that inflicts
paralysis on a target upon
impact.",723,"EXPENDABLE","INVALID","TYPE_01","ITEM_0061",CellImage,"INVALID","I_LEMON","INVALID",2,2,2,true,0,0,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
186,"Drugged Meat","Raw meat that puts whatever
eats it to sleep. Makes
great bait for traps.",63,"EXPENDABLE","INVALID","TYPE_00","ITEM_0014",CellImage,"INVALID","I_SKY","INVALID",2,10,10,false,32,315,false,false,false,true,false,"00",false,"01",true,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
188,"Brightmoss","Slinger ammo that illuminates
dark areas when fired and can
dazzle flying monsters.",730,"EXPENDABLE","INVALID","TYPE_01","ITEM_0061",CellImage,"INVALID","I_PINK","INVALID",1,5,5,true,0,0,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
189,"Torch Pod","Slinger ammo that can be used
to scare away creatures that don't
like fire and draw in those that do.",731,"EXPENDABLE","INVALID","TYPE_01","ITEM_0061",CellImage,"INVALID","I_RED","INVALID",1,5,5,true,0,0,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
190,"Puddle Pod","Slinger ammo imbued with water
element. Can remove some statuses
on monsters.",732,"EXPENDABLE","INVALID","TYPE_01","ITEM_0061",CellImage,"INVALID","I_ULTRAMARINE","INVALID",1,5,5,true,0,0,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
191,"Bomb Pod","Slinger ammo that explodes
on impact.",736,"EXPENDABLE","INVALID","TYPE_01","ITEM_0061",CellImage,"INVALID","I_VERMILION","INVALID",1,3,3,true,0,0,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
192,"Piercing Pod","Slinger ammo that deals piercing
damage on impact.",737,"EXPENDABLE","INVALID","TYPE_01","ITEM_0061",CellImage,"INVALID","I_BLUE","INVALID",1,3,3,true,0,0,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
195,"Paint Pod","Slinger ammo that makes a
monster or location temporarily
easier to find.",1,"TOOL","INVALID","TYPE_03","ITEM_0061",CellImage,"INVALID","I_PINK","INVALID",4,1,1,true,0,0,true,false,false,true,true,"00",false,"00",false,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
196,"Luring Pod","Slinger ammo that can be used
to lure monsters toward yourself.",81,"EXPENDABLE","INVALID","TYPE_01","ITEM_0061",CellImage,"INVALID","I_RED","INVALID",3,3,3,true,50,500,false,false,false,true,false,"00",false,"01",true,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
197,"Mega Barrel Bomb","An upgraded large barrel bomb.
Effective against large monsters.
Can be rolled after placement.",69,"EXPENDABLE","INVALID","TYPE_00","ITEM_0016",CellImage,"INVALID","I_VERMILION","GREAT",4,2,2,false,80,800,false,false,false,true,false,"00",false,"01",true,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
198,"First-aid Med+","Restores a moderate amount
of health. Returned after
quest completion.",502,"EXPENDABLE","INVALID","TYPE_02","ITEM_0009",CellImage,"INVALID","I_GREEN","GREAT",2,10,10,true,0,0,false,true,true,true,false,"01",true,"00",false,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
199,"EZ Max Potion","Fully restores health and maximizes
the size of your Health Gauge.
Returned after quest completion.",504,"EXPENDABLE","INVALID","TYPE_02","ITEM_0012",CellImage,"INVALID","I_IVORY","INVALID",2,2,2,true,0,0,false,true,true,true,false,"01",true,"00",false,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
200,"EZ Lifepowder","Produces a cloud that heals
you and anyone nearby.
Returned after quest completion.",508,"EXPENDABLE","INVALID","TYPE_02","ITEM_0010",CellImage,"INVALID","I_IVORY","INVALID",2,3,3,true,0,0,false,true,false,true,false,"01",true,"00",false,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
201,"EZ Herbal Powder","Cures poison and restores a bit
of health for everyone nearby.
Returned after quest completion.",510,"EXPENDABLE","INVALID","TYPE_02","ITEM_0010",CellImage,"INVALID","I_BLUE","INVALID",4,3,3,true,0,0,false,true,false,true,false,"01",true,"00",false,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
202,"EZ Demon Powder","Temporarily strengthens attacks
for everyone nearby. Returned
after quest completion.",511,"EXPENDABLE","INVALID","TYPE_02","ITEM_0010",CellImage,"INVALID","I_RED","INVALID",4,3,3,true,0,0,false,true,false,true,false,"01",true,"00",false,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
203,"EZ Hardshell Powder","Temporarily increases defense
for everyone nearby. Returned
after quest completion.",512,"EXPENDABLE","INVALID","TYPE_02","ITEM_0010",CellImage,"INVALID","I_ORANGE","INVALID",4,3,3,true,0,0,false,true,false,true,false,"01",true,"00",false,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
204,"EZ Dust of Life","Releases a cloud that restores a
large amount of health. Returned
after quest completion.",509,"EXPENDABLE","INVALID","TYPE_02","ITEM_0010",CellImage,"INVALID","I_IVORY","GREAT",2,2,2,true,0,0,false,true,false,true,false,"01",true,"00",false,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
205,"EZ Tranq Bomb","A hand grenade used to capture
monsters ensnared in traps.
Returned after quest completion.",522,"EXPENDABLE","INVALID","TYPE_02","ITEM_0020",CellImage,"INVALID","I_PINK","INVALID",3,8,8,false,0,0,false,true,false,true,false,"00",false,"01",true,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
206,"EZ Dung Pod","Releases a strong odor on impact.
Returned after quest completion.",513,"EXPENDABLE","INVALID","TYPE_02","ITEM_0061",CellImage,"INVALID","I_BROWN","INVALID",2,10,10,true,0,0,false,true,false,true,false,"00",false,"01",true,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
207,"EZ Sonic Bomb","Slinger ammo that emits an
earsplitting sonic blast.
Returned after quest completion.",516,"EXPENDABLE","INVALID","TYPE_02","ITEM_0061",CellImage,"INVALID","I_GRAY","INVALID",2,3,3,true,0,0,false,true,false,true,false,"00",false,"01",true,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
208,"Tinged Meat","Raw meat that paralyzes whatever
eats it. Makes great bait for traps.",62,"EXPENDABLE","INVALID","TYPE_00","ITEM_0014",CellImage,"INVALID","I_LEMON","INVALID",2,10,10,false,30,300,false,false,false,true,false,"00",false,"01",true,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
209,"EZ Large Barrel Bomb","An improved large barrel bomb.
Can be rolled after being placed.
Returned after quest completion.",505,"EXPENDABLE","INVALID","TYPE_02","ITEM_0016",CellImage,"INVALID","I_VERMILION","GREAT",3,2,2,false,0,0,false,true,false,true,false,"00",false,"01",true,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
210,"EZ Farcaster","Call for a wingdrake to transport
you to the nearest camp. Returned
after quest completion.",521,"EXPENDABLE","INVALID","TYPE_02","ITEM_0020",CellImage,"INVALID","I_GREEN","INVALID",3,1,1,false,0,0,false,true,false,true,false,"00",false,"01",true,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
211,"Poisoned Meat","Raw meat that poisons whatever
eats it. Makes great bait for traps.",61,"EXPENDABLE","INVALID","TYPE_00","ITEM_0014",CellImage,"INVALID","I_PURPLE","INVALID",2,10,10,false,19,188,false,false,false,true,false,"00",false,"01",true,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
212,"Deodorant","Produces a cloud of cleansing
smoke that cures blastblight
and stench.",13,"EXPENDABLE","INVALID","TYPE_00","ITEM_0020",CellImage,"INVALID","I_SKY","INVALID",2,10,10,false,8,80,false,false,false,true,false,"01",true,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
213,"Kunafa Cheese","An artisan cheese made in Kunafa,
deliciously gooey when heated,
and a great addition to any dish.",4021,"MATERIAL","INVALID","TYPE_09","ITEM_0076",CellImage,"INVALID","I_IVORY","INGREDIENTS",4,99,99,false,200,2000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
214,"Sharp Kunafa Cheese","A rich, decadent cheese made
by skilled craftspeople. A great
addition to any dish.",4022,"MATERIAL","INVALID","TYPE_09","ITEM_0076",CellImage,"INVALID","I_IVORY","INGREDIENTS",5,99,99,false,300,3000,false,false,false,false,false,"00",false,"00",false,"01",true,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
215,"Droolshroom","A mushroom that grows in a secret
spot known only to Wudwuds.
A great addition to any dish.",4023,"MATERIAL","INVALID","TYPE_09","ITEM_0077",CellImage,"INVALID","I_WHITE","INGREDIENTS",4,99,99,false,200,2000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
216,"Delishroom","An extremely rare delicacy that is
cause for a Wudwud celebration.
A great addition to any dish.",4024,"MATERIAL","INVALID","TYPE_09","ITEM_0077",CellImage,"INVALID","I_WHITE","INGREDIENTS",5,99,99,false,300,3000,false,false,false,false,false,"00",false,"00",false,"01",true,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
217,"Mud Shrimp","A nutritious shrimp native to
Oilwell Basin and favored in Azuz.
A great addition to any dish.",4025,"MATERIAL","INVALID","TYPE_09","ITEM_0078",CellImage,"INVALID","I_PINK","INGREDIENTS",4,99,99,false,200,2000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
218,"Turbid Shrimp","A large, chewy shrimp packed
to the gills with nutrients.
A great addition to any dish.",4026,"MATERIAL","INVALID","TYPE_09","ITEM_0078",CellImage,"INVALID","I_PINK","INGREDIENTS",5,99,99,false,300,3000,false,false,false,false,false,"00",false,"00",false,"01",true,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
219,"Fluffy Egg","An egg with a yolk and white as
fluffy as the Downy Crake that
laid it. A great addition to any dish.",4027,"MATERIAL","INVALID","TYPE_09","ITEM_0080",CellImage,"INVALID","I_IVORY","INGREDIENTS",4,99,99,false,200,2000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
220,"Airy Egg","A high-quality egg that sends
you straight to flavor heaven.
A great addition to any dish.",4028,"MATERIAL","INVALID","TYPE_09","ITEM_0080",CellImage,"INVALID","I_IVORY","INGREDIENTS",5,99,99,false,300,3000,false,false,false,false,false,"00",false,"00",false,"01",true,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
221,"Sild Garlic","A highly nutritious and fragrant
bulb of garlic grown in Sild.
A great addition to any dish.",4029,"MATERIAL","INVALID","TYPE_09","ITEM_0079",CellImage,"INVALID","I_IVORY","INGREDIENTS",4,99,99,false,200,2000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
222,"Specialty Sild Garlic","The ultimate bulb of garlic, grown
in just the right conditions.
A great addition to any dish.",4030,"MATERIAL","INVALID","TYPE_09","ITEM_0079",CellImage,"INVALID","I_IVORY","INGREDIENTS",5,99,99,false,300,3000,false,false,false,false,false,"00",false,"00",false,"01",true,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
223,"Wild Herb","This herb's refreshing aroma can
mask any foul odor. A great
finishing touch to any dish.",4031,"MATERIAL","INVALID","TYPE_09","ITEM_0008",CellImage,"INVALID","I_MOS","INGREDIENTS",4,99,99,false,100,1000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
224,"Eastern Honey","Has a unique flavor, making it the
perfect secret ingredient. A great
finishing touch to any dish.",4032,"MATERIAL","INVALID","TYPE_09","ITEM_0007",CellImage,"INVALID","I_ORANGE","INGREDIENTS",4,99,99,false,100,1000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
225,"Monster Chili","A powerful spice that enhances
flavor and sweat production. A
great finishing touch to any dish.",4033,"MATERIAL","INVALID","TYPE_09","ITEM_0036",CellImage,"INVALID","I_VERMILION","INGREDIENTS",4,99,99,false,100,1000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
226,"Jeweled Mullet Roe","These fish eggs truly shine
like diamonds. A great
finishing touch to any dish.",4034,"MATERIAL","INVALID","TYPE_09","ITEM_0013",CellImage,"INVALID","I_ORANGE","INGREDIENTS",4,99,99,false,100,1000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
227,"Wild Seed Oil","Oil that packs both flavor and
the power of nature. A great
finishing touch to any dish.",4035,"MATERIAL","INVALID","TYPE_09","ITEM_0072",CellImage,"INVALID","I_SGREEN","INGREDIENTS",4,99,99,false,100,1000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
228,"Truffle Du Conga","Often dug up by its namesake,
Congalala. A great finishing
touch to any dish.",4036,"MATERIAL","INVALID","TYPE_09","ITEM_0005",CellImage,"INVALID","I_GRAY","INGREDIENTS",4,99,99,false,100,1000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
229,"Sinister Cloth","Suspicious cloth found somewhere
in the Windward Plains. Drips with
an aura of pure evil.",3501,"MATERIAL","INVALID","TYPE_05","ITEM_0001",CellImage,"INVALID","I_GRAY","INVALID",6,99,99,false,200,2000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
230,"Great Hornfly","Found in the Scarlet Forest.
An insect with a giant horn,
huge shell, and butterfly wings.",3502,"MATERIAL","INVALID","TYPE_05","ITEM_0038",CellImage,"INVALID","I_YELLOW","INVALID",6,99,99,false,200,2000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
231,"Windward Aloe","Found in the Windward Plains. The
water stored within its plump leaves
has saved many a parched traveler.",4037,"POINT","INVALID","TYPE_08","ITEM_0008",CellImage,"INVALID","I_SGREEN","CLEAR_ITEM",4,99,99,false,100,3,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
232,"Fine Windward Aloe","A rarity from the Windward Plains.
A single drop of its delicious sap
transforms water into ambrosia.",4038,"POINT","INVALID","TYPE_08","ITEM_0008",CellImage,"INVALID","I_SGREEN","CLEAR_ITEM",5,99,99,false,200,5,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
233,"Great Windward Aloe","A treasure of the Windward Plains.
Its leaves hold enough water to
fill a bath in the driest desert.",4039,"POINT","INVALID","TYPE_08","ITEM_0008",CellImage,"INVALID","I_MOS","CLEAR_ITEM",6,99,99,false,500,10,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000002","00000002","RARE","RARE"
234,"Sandpepper","Found in the Windward Plains.
This dried spice lends a rich and
aromatic heat to any dish.",4040,"POINT","INVALID","TYPE_08","ITEM_0036",CellImage,"INVALID","I_GREEN","CLEAR_ITEM",4,99,99,false,100,3,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
235,"Fiery Sandpepper","A rarity from the Windward Plains.
A spice so hot that a single bite
opens the taster's third eye.",4041,"POINT","INVALID","TYPE_08","ITEM_0036",CellImage,"INVALID","I_GREEN","CLEAR_ITEM",5,99,99,false,200,5,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
236,"Fulgurite Shard","Found in the Windward Plains.
The shape of this fulgurite was
sculpted by a chance lightning strike.",4042,"POINT","INVALID","TYPE_08","ITEM_0037",CellImage,"INVALID","I_BLUE","CLEAR_ITEM",4,99,99,false,100,3,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
237,"Pure Fulgurite","A rarity from the Windward Plains.
Crystallized fulgurite, free of any
impurity. Extremely delicate.",4043,"POINT","INVALID","TYPE_08","ITEM_0037",CellImage,"INVALID","I_BLUE","CLEAR_ITEM",5,99,99,false,200,5,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
238,"Thundering Fulgurite","A treasure of the Windward Plains.
A colossal fulgurite crystal, born
of a sky-splitting thunderstrike.",4044,"POINT","INVALID","TYPE_08","ITEM_0037",CellImage,"INVALID","I_ULTRAMARINE","CLEAR_ITEM",6,99,99,false,500,10,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000002","00000002","RARE","RARE"
239,"Scarlet Amber Shard","Amber from the Scarlet Forest.
The bodies of fossilized insects
float in its scarlet confines.",4045,"POINT","INVALID","TYPE_08","ITEM_0037",CellImage,"INVALID","I_RED","CLEAR_ITEM",4,99,99,false,100,3,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
240,"Fine Scarlet Amber","Rare amber from the Scarlet Forest.
Immaculate insect specimens sleep
in this amber, red as fine liquor.",4046,"POINT","INVALID","TYPE_08","ITEM_0037",CellImage,"INVALID","I_RED","CLEAR_ITEM",5,99,99,false,200,5,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
241,"Eternal Scarlet Amber","Colossal amber from the Scarlet
Forest. Ancient life has been
sealed away inside it for eons.",4047,"POINT","INVALID","TYPE_08","ITEM_0037",CellImage,"INVALID","I_ROSE","CLEAR_ITEM",6,99,99,false,500,10,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000002","00000002","RARE","RARE"
242,"Queensbloom Pollen","Pollen from a giant flower in the
Scarlet Forest, as regal as it is
massive. Makes a heady perfume.",4048,"POINT","INVALID","TYPE_08","ITEM_0010",CellImage,"INVALID","I_PINK","CLEAR_ITEM",6,99,99,false,800,10,false,false,false,false,false,"00",false,"00",false,"01",true,"00",false,"00",false,"00",false,"00","00000002","00000003","00000003","SUPER_RARE","SUPER_RARE"
243,"Shiny Treasure","An ancient artifact Wudwuds
found in the Scarlet Forest.
Purely aesthetic in nature.",4049,"POINT","INVALID","TYPE_08","ITEM_0001",CellImage,"INVALID","I_BROWN","CLEAR_ITEM",4,99,99,false,100,3,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
244,"Sparkly Treasure","A rarity of the Scarlet Forest. The
fine detail and lavish use of gold
show quite advanced techniques.",4050,"POINT","INVALID","TYPE_08","ITEM_0001",CellImage,"INVALID","I_BROWN","CLEAR_ITEM",5,99,99,false,200,5,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
245,"Bulky Treasure","The sheer scale of this Scarlet
Forest rarity makes it the object
of obsession for all Wudwuds.",4051,"POINT","INVALID","TYPE_08","ITEM_0001",CellImage,"INVALID","I_IVORY","CLEAR_ITEM",6,99,99,false,500,10,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000002","00000002","RARE","RARE"
246,"Auric Oil","Exceptionally pure, golden
mineral oil from Oilwell Basin.
Used widely in Flameborn crafts.",4052,"POINT","INVALID","TYPE_08","ITEM_0072",CellImage,"INVALID","I_YELLOW","CLEAR_ITEM",5,99,99,false,500,10,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000002","00000002","RARE","RARE"
247,"Antimite","A mineral from Oilwell Basin
with a unique sheen. Used by the
Flameborn in alloy production.",4053,"POINT","INVALID","TYPE_08","ITEM_0037",CellImage,"INVALID","I_PURPLE","CLEAR_ITEM",4,99,99,false,100,3,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
