"Index","EM ID","Species","Name","Description","Extra Name","Extra Description","Frenzied Name","Tempered Name","Arch-tempered Name","Enemy Features Raw","Features","Tips","First Capture Raw","Endemic Life Description","Memo Raw","Endemic Life Features","Grammar Raw","Grammar","Boss Icon Type Raw","Large Monster Icon","Small Monster Icon","Item Icon","Map Icon","Endemic Life Icon","Icon Colour","Is Map Draw","Palico Pickup","Alma Pickup","Support Hunter Pickup","Category For NPC","Map Filtering Type","Scoutfly Target Type","Animation Type"
61,"EM5002_01_0","","Giant Vigorwasp","Large wasps that carry more nectar at a higher
concentration. A light impact scatters the
nectar, producing a continual healing effect.","","","","","","B82BF37C-47A6-420F-9E88-3C5811575E53","","","E913D7AF-5266-4332-9013-E577B4060F66","Large wasps that carry more nectar at
a higher concentration. Frequently seen
during the Plenty.","D8275325-3C30-4B5B-B299-25DBB0E59B23","Large wasps that carry more nectar at a
higher concentration. This boosts the range
and potency of the nectar's restorative
effects. They are most prevalent during the
Plenty, when the Vigorwasps have learned
the nectar will be more plentiful. They are
sometimes sighted in groups.","83E8D550-2D8F-4521-B9E7-03EF2F41EF03","","00000000","","","",CellImage,CellImage,"I_GREEN",true,false,false,false,"INVALID","ENVIRONMENT_TRAP","ALWAYS","INSTANT"
62,"EM5002_10_0","","Purewasp","Insects that store nectar. An impact will cause
them to release it, providing immediate health
recovery and relief from status ailments.","","","","","","DF96224D-9667-44D8-BC16-21EC21F722E2","","","C76E8487-0B9E-4154-A219-37F0D116CF2A","Insects that store nectar in their abdomens
with restorative, detoxifying, and
deodorizing properties.","BEEB0E78-83FF-4D09-BBC6-ED219D5124E1","Insects that store nectar in their
abdomens with restorative, detoxifying,
and deodorizing properties. Since the
effects are different from a Vigorwasp's,
it is believed that this species collects
ingredients from medicinal plants other
than Vitalilies. However, based on ongoing
research, it has been found that enzymes
in their bodies could also play a role.","D9FE151D-BA98-4409-8798-D336343B904E","","00000000","","","",CellImage,CellImage,"I_SKY",true,false,false,false,"INVALID","ENVIRONMENT_TRAP","ALWAYS","INSTANT"
63,"EM5003_00_0","","Flashflies","Insects that flash when struck. The larger their
colony, the brighter they shine. They can be
used to blind large monsters.","","","","","","3A6B8A21-487C-4D6E-8BD7-73F5E9FA43A5","","","E2529552-E37C-45B8-B806-0DD6A8732E55","Insects that flash when struck. Alone, their
light is faint, but in colonies they shine
more intensely.","FD548852-C4BB-412B-94C7-3F46A24BC305","Insects that flash when struck. Usually,
they live solitary existences with too faint
a flicker to even notice. In caves or the
dark of night, they form colonies where
their light is more intense; striking them
causes them to shine even brighter. On hunts,
they can be used like flash bombs to blind
and disorient monsters.","709C92BE-297A-4485-B6D3-6E47B78DC854","","00000000","","","",CellImage,CellImage,"I_YELLOW",true,false,false,false,"INVALID","ENVIRONMENT_TRAP","ALWAYS","INSTANT"
64,"EM5004_00_0","","Dung Beetle","Insects that habitually roll up monster dung.
The dung pods are well compacted and can
be used as Slinger ammo.","","","","","","76626095-A057-42B5-BC08-67807179D730","","","43556E97-47F1-4FD0-8432-BFEB421DA8D7","Insects that habitually roll up monster dung:
nature's diligent decomposers. The dung pods
can be used as Slinger ammo.","0A4F4479-C2D7-4563-A0BB-3F006A624276","Insects that habitually roll up monster
dung. They bring it back to their
underground nests not just for food, but to
lay eggs on and feed their larvae. They're
the faces of feces across the land: nature's
diligent decomposers. The compacted dung
pods formed by their efforts can be used as
Slinger ammo. It's foul enough to send even
large monsters running for fresh air—a
useful trick when you're outnumbered.","1AC40A0A-06A8-4A38-9E39-329174D9CC5D","","00000000","","","",CellImage,CellImage,"I_BROWN",true,false,false,false,"INVALID","SLINGER","ALWAYS","GET"
65,"EM5004_10_0","","Bomb Beetle","An insect that rolls explosive rocks and
brings them back to its nest. These rocks
can be used as Slinger ammo.","","","","","","76FFD723-1F2E-426E-90BD-5AC53615ACBF","","","0C8A4354-BFA7-465C-B9DC-45469C8876FA","An insect that rolls explosive rocks and
brings them back to its nest. These rocks
can be used as Slinger ammo.","C67C93F8-6DA0-42D8-9CC4-2C87B5CF3983","Beetles that roll around explosive rocks.
Because both these rocks and their habitat
are extremely hot, their bodies have evolved
to withstand heat. It's yet unclear what
they do with the rocks once they get back to
their nests, but some theorize that they are
fed to the beetles' young.","F843F22C-B8CE-4F93-B40E-E1B31EF7F3DD","","00000000","","","",CellImage,CellImage,"I_RED",true,false,false,false,"INVALID","SLINGER","ALWAYS","GET"
66,"EM5004_20_0","","Rime Beetle","Beetles that gather up snowballs and roll them
back to their nests. The snowballs can be used
as Slinger frostburst ammo.","","","","","","460036C0-1C3C-4F30-9909-C0361E78131D","","","8104F531-2AFA-4022-8901-0640B678FFAD","Insects that roll balls of snow until they
harden. These ice balls can be used as
Slinger ammo.","478D9FE5-E3E7-4445-8C60-A6247201388B","Beetles that gather up snow. Their snowballs
can be used as Frostburst Ammo. Due to their
ecology, Icebeetles are limited to cold
habitats and are more tolerant of cold than
other insects. No one knows why they roll
their snowballs back to their nests. Some
theorize it's to grow the organic matter
they feed on, while others think it could be
related to reproductive behavior.","2EF26264-1A86-48B8-90FF-E09A582FF667","","00000000","","","",CellImage,CellImage,"I_BLUE",true,false,false,false,"INVALID","SLINGER","ALWAYS","GET"
67,"EM5005_00_0","","Vigormantle Bug","Insects that wear healing herbs like cloaks,
producing a restorative nectar that can be
collected from them using the Hook Slinger.","","","","","","1BA575EA-6F0B-4C0C-B172-DCC776B5A521","","","15F619D1-6BDD-4693-9FC8-445A72A1B83B","Insects that wear healing herbs like cloaks.
The cloak serves a double purpose: to store
nutrients and to defend against predators.","AC0B2555-6D64-45B6-A23E-37A61657868B","Insects that wear healing herbs like
cloaks, initiating a fermentation process
that creates a nectar with similar
restorative properties. Collecting the
cloak by hand or with the Hook Slinger
will restore health. The cloak stores
nutrients but can be shed in a pinch as
a distraction to defend against predators.","DF9381DD-6B52-402D-B729-68CE6BFE40B7","","00000000","","","",CellImage,CellImage,"I_GREEN",true,false,false,false,"INVALID","ENVIRONMENT_TRAP","ALWAYS","INSTANT"
68,"EM5005_10_0","","Chillmantle Bug","Insects that hoard honey with heat-relieving
properties in the casing on their backs. They
ferment plants with cooling components.","","","","","","3DA42AD4-8501-4679-8E8D-43162CF67C27","","","3C2E8B55-43F2-41C1-BA79-BF470FC6CF80","An insect that wraps itself in a case of
plant matter. The case has a mucus that
protects it from high temperatures.","5752AEC9-5EB6-4E53-8233-B30959611780","Insects that live in extremely hot
environments. They wrap themselves in a
case of plant matter—much like their mantle
bug brethren—but the plants they use have
cooling properties, allowing them to
withstand heat. They are able to survive
without the casing by burrowing
underground.","BB434B91-7767-4D3E-9355-F7750F34B105","","00000000","","","",CellImage,CellImage,"I_SKY",true,false,false,false,"INVALID","ENVIRONMENT_TRAP","ALWAYS","INSTANT"
69,"EM5005_20_0","","Heatmantle Bug","Insects that hoard honey with cold-relieving
properties in the casing on their backs. They
ferment plants with heating components.","","","","","","E19685CD-B79A-4888-B1FE-9DC551065C55","","","1D774F41-EF44-487D-BE19-ACE8EFF97C76","An insect that wraps itself in a case of
plant matter. The case has a mucus that
protects it from low temperatures.","39986EE1-0FA9-4EBB-AE19-EF66FB7223D8","Insects that live in extremely cold
environments. They wrap themselves in
plant matter—much like their mantle bug
brethren—but they use plants with heating
properties, such as hot peppers, to
mitigate the cold. They can live on the
surface thanks to this, but if uncloaked
they must burrow underground to survive.","A478501A-972E-4D10-9F70-10642CDD7696","","00000000","","","",CellImage,CellImage,"I_ORANGE",true,false,false,false,"INVALID","ENVIRONMENT_TRAP","ALWAYS","INSTANT"
70,"EM5006_00_0","","Wiggly Litchi","Insects that thrive in rotting wood and soil.
Highly nutritious, they can be consumed to
increase stamina and halve its depletion rate.","","","","","","D73B240B-A115-48A3-BAB1-70B15660634F","","","6F483714-F685-4EEE-BD18-0D04A41EF3B9","Insects that thrive in rotting wood and soil.
Even monsters consume them because of their
high nutritional value.","E741A917-B05E-4849-8A56-3539C2BC5015","Insects that thrive in rotting wood and
soil due to their diet of plants and
rotting leaves. Consuming them will
increase stamina and halve its depletion
rate. Their high nutritional value makes
them a common snack for some monsters.","CD998F14-743C-457A-9BFD-0B2D4DFBC565","","00000000","","","",CellImage,CellImage,"I_IVORY",true,false,false,false,"INVALID","ENVIRONMENT_TRAP","ALWAYS","INSTANT"
71,"EM5007_00_0","","Dark Hornet","Nocturnal hornets that use a luminous organ to
warn foes before attacking with their stingers—
even large monsters aren't safe.","","","","","","144D145E-207E-4EED-86AA-446DFF1EC8B7","","","05922441-43E6-4357-9069-1BB9EBFAB6E9","Nocturnal, territorial hornets that use a
luminous organ to light up targets before
attacking with poison stingers.","4857582B-5AFE-4E3A-862A-74FF5F98343C","Nocturnal hornets with strong defensive
instincts. When they sense danger, they
use a luminous organ to illuminate the
area to check for threats, if one is spotted,
they attack relentlessly with their poisonous
stingers. Unlike other endemic life, Dark
Hornets will readily attack large monsters
that disturb their nests. Their diet also
doesn't stimulate honey production, so
hunters are better off steering clear.","136F80E4-3FB8-4A97-9228-CD990970E35B","","00000000","","","",CellImage,CellImage,"I_IVORY",true,false,false,false,"INVALID","ENVIRONMENT_TRAP","NONE","GET"
72,"EM5008_00_0","","Great Thunderbugs","A colony of Thunderbugs galvanized by
sandstorm lightning. A population this dense
can stop even large monsters in their tracks.","","","","","","F6CF893E-BC10-4058-B695-029784B41262","","","2C1009E6-8025-40F6-919E-F0C4D7F3F769","A large colony of Thunderbugs that have been
vitalized by the sandstorm's lightning,
resulting in a dense population.","74ADBFFE-35DE-4FB6-9BEB-D7450B639436","A large colony of Thunderbugs that
reproduced rapidly as a result of the
sandstorm lightning. A population this dense
can produce enough current to stop even
large monsters in their tracks. Since
Thunderbugs are the fuel behind shock traps,
there's merit to trying to lead large
monsters into the colony as a way to
gain the upper hand.","C864873F-2540-4F42-8C1A-3DF2D528C1CE","","00000000","","","",CellImage,CellImage,"I_YELLOW",true,false,false,false,"INVALID","ENVIRONMENT_TRAP","ALWAYS","INSTANT"
73,"EM5009_00_0","","Wedge Beetle","Insects that cling firmly to walls and other
surfaces. Latching on to them with the Slinger
can help you traverse terrain and evade attacks.","","","","","","2282166C-2573-4A95-8448-D7F5E6A71111","","","32E4C1F4-92C5-465F-A7CB-817C1CB5062C","Insects with robust shells that can
withstand lesser impacts. They make great
latching points for the Slinger.","6ABBB66D-862B-4835-8531-7B1508A020C9","Insects with robust shells that can
withstand most lesser impacts. They cling
firmly to walls and other surfaces, making
them excellent latching points for the
Slinger, whether it's to get around or
simply to hang out indefinitely. However,
a Wedge Beetle in flight can only bear
the weight for a limited time, so it's best
to latch on briefly to gain some height.","001C2829-80F9-447B-94D9-DB0826B7995D","","00000000","","","",CellImage,CellImage,"I_BLUE",true,false,false,false,"INVALID","ANIMAL","ALWAYS","UNIQUE"
74,"EM5100_00_0","","Thunderbug","Insects that store electricity. Found near
electrical sources, they can be used to make
tools like shock traps and Thunder Ammo.","","","","","","8E71A54A-59D9-493A-A155-3BEDF177F693","","","53CEFC29-B1DC-4841-94C6-C439A488AE28","Insects capable of discharging small amounts
of electricity. They are drawn to electrical
sources, which enhance them on contact.","CF117532-E567-427B-9A30-D0E23C404451","Insects capable of discharging small amounts
of electricity. They are drawn to electrical
sources, particularly the fulgurite formed
by lightning strikes. Thunderbug materials
can be used to craft many useful tools such
as shock traps and Thunder Ammo.","EA2450EC-1331-4BB8-8DF6-6B8D22663497","","00000000","","",CellImage,"",CellImage,"I_LEMON",true,false,true,true,"INVALID","COLLECT","EXCEPT_BATTLE","GET"
75,"EM5101_00_0","","Flashbug","Insects with apparatuses capable of
producing strong bursts of light. Their
materials are used in Slinger flash pods.","","","","","","B51BE3EF-FFED-4012-A2F0-5E5B254F5815","","","92A9D3D9-07CA-4610-8AD2-C10410BD7F33","Insects that emit strong, involuntary bursts
of light in response to external factors.","C3D19388-0ABE-4BF2-A8B8-DF753314E882","Insects that emit strong bursts of light in
response to external factors. It was long
believed that blunt trauma or death were the
triggers, but this theory has been rejected.
It is now thought that some constituent
element of their body fluid vaporizes and
produces the flash. In any case, their
materials are highly prized for their utility
in items like Slinger flash pods.","EFE3BD45-66BB-492E-BAD3-F402C109D44E","","00000000","","",CellImage,"",CellImage,"I_YELLOW",true,false,true,true,"INVALID","COLLECT","EXCEPT_BATTLE","GET"
76,"EM5101_10_0","","Godbug","Insects said to live for a thousand years. Their
extracts can be combined with other items to
create powders with their supportive properties.","","","","","","2904D242-B982-40AB-9D38-D5A62C68E136","","","81D4D7CD-502C-4D52-94E6-3EB713488D78","Insects that live a very long time—
a thousand years, by some accounts, although
no such specimens have been discovered.","AC93C6A3-BA85-4673-AD44-0798927DCDA1","Insects that are claimed by some tomes and
oral histories to live for a thousand years.
No such specimens have been discovered, but
studies of the Godbug's tissue prove that
they do enjoy significant longevity. Their
body fluids have diffusive properties that
can be combined with other items to create
powders with the same attributes.","48AD0F15-667C-41D1-8B87-0E77FBBC2055","","00000000","","",CellImage,"",CellImage,"I_WHITE",true,false,true,true,"INVALID","COLLECT","EXCEPT_BATTLE","GET"
77,"EM5101_20_0","","Bitterbug","Insects whose bitter extracts promote
natural healing and can be combined into
a variety of useful medicines and items.","","","","","","A5493B8D-23E0-472B-B7AC-A5272D7920FC","","","8B75ACD5-B1BD-4A8B-B1E8-BD74F7912D7C","Insects whose bitter extracts promote
natural healing, disinfect wounds, and more,
making them a valuable material.","B99992E8-0E67-4FF7-A878-0B24B98BE681","Insects whose bitter extracts are used
for a wide variety of medicinal purposes.
In addition to promoting natural healing,
disinfecting, and mitigating poisons,
they also boost the efficacy of other
medicines, making them highly useful.
That said, by themselves they have little
effect and taste extremely bitter, so
it's best to consider them an ingredient,
not a solution in their own right.","B3353BEC-CC3E-41F8-B834-6FDB44AC04F6","","00000000","","",CellImage,"",CellImage,"I_BLUE",true,false,true,true,"INVALID","COLLECT","EXCEPT_BATTLE","GET"
78,"EM5102_00_0","","Leaflugger Ant","Forest ants that form ranks and carry
leaves with medicinal properties, which
can be collected to make healing items.","","","","","","464FAE16-0FCF-4D55-9DBF-C02B0C1B5F18","","","70FFB94D-046C-431A-854B-3BFBF5183ACD","An ant that gathers leaves in droves. The
leaves are brought to its nest and used to
cultivate the fungi it eats.","BE2B594C-2BB3-497B-98B1-BAF7E836B472","Forest ants known for forming ranks and
carrying leaves. Their sharp mandibles
consist of a sharp edge for cutting and a
separate apparatus for bending the leaves
back behind their heads for easy carrying.
Leaflugger Ants use these leaves as
substrates to grow fungi, their primary
sustenance. As it turns out, the leaves also
have medicinal properties, making them
useful to hunters.","E1479BA3-E152-4F5E-A826-9758D1FBA14E","","00000000","","",CellImage,"",CellImage,"I_EMERALD",true,false,false,false,"INVALID","ANIMAL","EXCEPT_BATTLE","GET"
79,"EM5200_00_0","","Windrustler","Herding monsters that mostly inhabit the savannah.
They use their distinctive arrow-shaped crests to communicate
and warn other members of their herd of danger.","","","","","","BD59E00C-F908-4C35-8901-0E8AF9181DEB","","","66ECC911-8B4C-4EF2-A23A-34456F6D2B3F","Small, common plains dwellers with
arrow-like crests they use to coordinate
with others in their pack.","9ED1A45A-AEEE-4451-9D08-411669AABDA8","Plains dwellers that move in packs. They
use their arrow-like crests to coordinate
movements and alert each other to threats.
Since they stand their crests up when people
and monsters draw near, that gesture is
believed to indicate danger. Windrustlers
have been sighted in Kunafa, a sign that
they have learned two things: people aren't
always a threat...and where there's people,
there's food.","60BB2699-B4BF-4B42-A58E-AA04860666D8","","00000000","","",CellImage,"",CellImage,"I_WHITE",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
80,"EM5200_09_0","","Black Windrustler","","","","","","","22DE056D-511A-4BDB-B83F-52C86A14FBB1","","","CBE43487-5690-4789-ADAB-3B7C373249A9","A rare variant occasionally spotted in a
Windrustler pack. Distinguishable by their
charcoal skin and larger frame.","A7FCF3F7-FD66-4206-A900-DA926997A555","A rare variant occasionally spotted in
a Windrustler pack, with charcoal skin and
a larger frame. While it could be a type of
melanistic mutation, there are enough unique
examples to suggest this might even be
a subspecies. Their role in the pack and
relationship with others of their kind are
important topics that warrant further study.","1DB4D81A-D49F-46D8-AC55-DFBDFF986056","","00000000","","",CellImage,"",CellImage,"I_WHITE",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
81,"EM5201_00_0","","Nothpecker","","","","","","","76E5AE33-68C8-4164-AD97-66A9D4E1FD85","","","E49134A9-6E58-427C-B2E9-8ED188255597","Birds that live in symbiosis with the
Ceratonoth. They pick away old scales
and feed on insects in between the cracks.","FC727F39-EF11-4EE9-B0E1-2BE097439194","Birds that live in symbiosis with the
Ceratonoths and are often seen perched on
their backs. They use their plier-like beaks
to pick away old scales and feed on insects
that have wormed their way into the cracks.
In return for this grooming service, the
Ceratonoths give the Nothpeckers a place
to feed and shelter from outside threats—
a win-win situation for all creatures
involved.","84D66DEF-D93C-44E7-ADE7-9B1AA7077AE3","","00000000","","",CellImage,"",CellImage,"I_WHITE",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
82,"EM5202_00_0","","Landlight Shrimp","A decomposer that breaks down the Fulgurite
in its body consumed in order to eat the attached
microbes. The Fulgurite makes its carapace shine.","","","","","","B6AAEF47-BD96-459A-AEA0-A8336D0DBF47","","","7DD84917-49F2-41FA-9332-FB6FE281958E","Crustaceans that use their secretions to
break down fulgurite and feed on the
organic matter and microbes found within.","FF036805-81B4-4994-AD98-3372FA10B7D8","Shrimp-like creatures that use their
secretions to comb through fulgurite and
feed on organic matter like dead Thunderbugs.
The consumption of some of these microbes
seems to have given the Landlight Shrimp a
kind of luminescence. They use hook-like
appendages to cling to rock faces in large
numbers, happily eating away at the fulgurite
and occasionally triggering falling boulders.","94C64F80-24A5-456A-B989-3BF9411BCDC4","","00000000","","",CellImage,"",CellImage,"I_WHITE",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
83,"EM5202_10_0","","Pink Landlight Shrimp","","","","","","","D19941DD-03DF-4A48-8D28-824416092740","","","3A4E0A6F-CE9D-487E-ADEB-3717CC02BF37","A land-dwelling crustacean that gathers on
gaseous vents. Comes in a variety of sizes.","7A8C8CFC-8EF1-46B6-B140-F76BE78A4EA1","Land-dwelling crustaceans that gather on
gaseous vents in the Oilwell Basin. The hair
on their heads and chests collects particles
from the gas and steam, which attract the
microbes that they feed on. The faint light
they produce is thought to be a byproduct of
the microbes they eat. They appear in a
variety of sizes during the Firespring.","E54AF139-83E6-4601-A4CB-4AF6EED3EAE6","","00000000","","",CellImage,"",CellImage,"I_WHITE",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
84,"EM5203_00_0","","Amstrigian","A migratory bird that flocks to the savannah during
the bounty season to raise its young. It makes its nest
largely from the bubbles it produces internally.","","","","","","0E967B1A-B268-45C7-9F17-02895472F062","","","CA95CE33-4581-4CDC-9E22-2D1D5F53F8E1","Migrant birds that live in the forest, but
travel to the plains during the Plenty.
Known for their foam nests and birdsong.","31EE0B4B-C612-4D6E-9114-B62E69444E57","Migrant birds that live in the forest, but
travel to the plains during the Plenty
to raise their young. Amstrigians choose
lifelong mates and share the work when it
comes to gathering food, building nests, and
minding their young. Their meal of choice
is insects, particularly Emperor Hoppers.
They use their syrinxes to sing in chorus at
the turning of the season, a social ritual
that doubles as a form of communication.","CA0D9631-FEC0-4ED2-8CF5-4606DC735836","","00000000","","",CellImage,"",CellImage,"I_WHITE",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
85,"EM5203_09_0","","Hymstrigian","","","","","","","6492C258-8249-4BEC-BA21-B8F18395D796","","","00867169-AC83-44E2-B359-6D001C525763","A bird with a beautiful voice. It's very
similar to the Amstrigian and can be seen
mixed in with their flocks.","4217DCC1-D6E6-4DA7-A208-B48DB6E18294","Rare birds with beautiful voices. Though
similar to the Amstrigian, their stunning
songs and colorful feathers distinguish
them. Not much is known about them due
to their rarity.","E2D9ADD6-0497-4658-A323-3D02CAD2AD56","","00000000","","",CellImage,"",CellImage,"I_WHITE",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
86,"EM5204_00_0","","Rufflizard","A lizard that stores nutrients in a handkerchief-like
sac. During the bounty season, it becomes predatorily
active and its body takes on a red color.","","","","","","E09A0604-87BE-4EF7-AD08-EF394B710580","","","7759D3D2-3610-4E59-A53C-DD3A10E4FE02","Plateau-dwelling lizards with adipose
tissue near their jaws that differ
depending on their nutritional intake.","9758B0D2-512F-4BB8-B5E4-837F2BAB15C4","Lizards with adipose tissue near their
jaws and tail. When food is plentiful, these
sac-like reservoirs fatten up and turn a
healthy red. A Rufflizard with plenty of
food in the tank is a happy Rufflizard, and
you may see them basking in the sun and
bobbing to each other in greeting. A poorly
fed Rufflizard however, will move as
little as possible.","61E07151-6090-4519-A3D6-172B03667A70","","00000000","","",CellImage,"",CellImage,"I_WHITE",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
87,"EM5204_10_0","","Ember Rufflizard","","","","","","","AD8A48AF-16EC-47A0-B1C2-DABA51C7ECFF","","","CC135DA1-5D2D-465F-BD62-7FE8B5E44978","A lizard with a distinctive crease on
its head. It loves hot environments
and is often seen in volcanic areas.","2BFCF3C4-C8E7-4D88-9FEA-6724CDB3F851","Lizards with distinctive creases on their
heads. When they bob their heads to
communicate, the crease opens and glows
along with the pattern on their bodies. They
prefer hot environments such as volcanic
areas. Though rarely seen in the oilsilt-
filled upper areas of the Oilwell Basin,
they become far more active during the
Firespring. It's theorized that they primarily
feed on bugs that lurk among the rocks.","4375AF9C-2DEB-4752-99DB-ECE5D7CA58A4","","00000000","","",CellImage,"",CellImage,"I_WHITE",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
88,"EM5204_19_0","","Azure Rufflizard","","","","","","","ADFE5CF5-7466-4A1A-A775-93E65252D069","","","40AF80D9-649F-4FB4-A33B-D6462F652278","An Ember Rufflizard peculiarly clad in blue
and yellow.","55002A8F-43A9-4FA4-AE98-C76C155A7894","Rare lizards with a different coloration
than the more common Ember Rufflizard.
Since they so closely resemble the common
Ember Rufflizard in every other way, they are
currently thought to be a mere color variant
as opposed to a subspecies. However, many
reports claim these lizards are far larger,
so they may be in the process of evolving
into their own subspecies, a current hot
topic among researchers.","6053A9DA-C206-422D-987B-B15FEA937F6E","","00000000","","",CellImage,"",CellImage,"I_WHITE",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
89,"EM5205_00_0","","Pallbug","A decomposer that eats dead monster carcasses.
It holds food with its hair-covered ambulatory legs.","","","","","","6ABB8EAC-6D26-4815-A6C1-6D6907BBE9F0","","","F62999B1-EF1A-4D46-800A-5D3849D9543D","Insects that gather on carrion and feed on
the dead flesh. Their foreleg bristles help
them sweep food into their mouths.","2DBEF75D-5410-43AB-8D0B-DE616BA6A1D0","Insects that feed on dead flesh and serve
as decomposers in the ecosystem. They use
the bristles on their forelegs and joints to
sweep organic matter from the carrion.
When they're not feeding on dead monsters,
they can usually be found lurking in between
rocks or other places the sun doesn't reach.","E4162802-69AC-45B3-A282-637ADB6F9B18","","00000000","","",CellImage,"",CellImage,"I_WHITE",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
90,"EM5206_00_0","","Tracktail Lizard","An animal distinctive for the monogamous pairing
it forms with another individual of its species. It can
use its large tail to stand itself up and warn others.","","","","","","8FFB6ADC-EBD0-45CA-BCC1-A6A91AE78A71","","","59B6A42A-11DB-42F8-8D2B-E9147120D0E4","Creatures with unusual tails that are native
to the sands. They typically travel in pairs.","F941CEA7-F658-4C3A-97D3-EAA606B09006","Endemic creatures that are native to the
Windward Plains—particularly its deserts.
Thanks to their unusual tails, they can
sit upright and assess their surroundings,
or they can shield themselves from the hot
sun. When they sit, their tails leave a
mark in the sand that resembles a large
monster's footprint. They typically travel
in pairs to watch each other's back while
doing things like drinking.","BB00FE3E-7BDB-42B2-B238-C412E1482B35","","00000000","","",CellImage,"",CellImage,"I_WHITE",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
91,"EM5207_00_0","","Emperor Hopper","A grasshopper as big as its moniker
would suggest. Its swift, frenetic
jumps make it hard to capture.","","","","","","AACD0DBC-E372-4255-BEC9-7F5D735DA1E1","","","4186A62D-F89C-44CD-AFB0-961061F25983","Huge grasshoppers worthy of their name.
Their powerful hind legs allow them to jump
away, making them difficult to catch.","36E04054-C021-4C75-9952-16329A4BE3BA","Huge grasshoppers that have fully
earned their name. Their powerful hind
legs allow them to jump long distances
and escape in a pinch. If you rustle
through the grass—their usual hiding
spot—you're bound to see at least one
Emperor Hopper spring away. Grass fires
throw them into a panic, a situation
that certain other hungry creatures
might be eager to take advantage of.","202C187C-A81F-4E7E-8DA6-7D698CE2F69C","","00000000","","",CellImage,"",CellImage,"I_WHITE",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
92,"EM5207_10_0","","Tyrant Hopper","","","","","","","71E6AD0D-B1B9-4B2F-A7A9-164697F031B6","","","0D1F4316-7A2B-40D0-AC44-8FF721C60BDF","A puzzling phase mutation of the Emperor
Hopper. Their bodies have a reddish-black
discoloration, and are way more ferocious.","CD14EBB2-5414-446D-A3FE-42578935F2DA","A phase mutation of the Emperor Hopper.
Their bodies are reddish-black and are more
ferocious. While Hoppers are usually
herbivorous, this type feeds on carrion. Due
to similarities across different regions, it
is believed the mutation must occur in
environments where plants are scarce. This
causal relationship between a creature's
formative environment and its mutations has
become a major subject of research.","FD6DD0E9-2FDF-4E26-8A7F-CDE993C42DAB","","00000000","","",CellImage,"",CellImage,"I_WHITE",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
93,"EM5208_00_0","","Hercudrome","A large beetle with impressive horns.
Hercudrome only inhabit seven
specific spots in the Windward Plains.","","","","","","4CB52158-27F1-477B-ADC9-A9DD5C922298","","","016FF6B6-AE6D-4E28-8BF9-EF3B29E50AAD","Beetles with distinct horns extending from the
head and pronotum. They feed mainly on sap,
and can often be found resting on tree trunks.","73CC531B-71B0-4FA8-A15D-75FEA66E73AB","Beetles with distinct horns extending from
the head and pronotum. They are nocturnal
and feed mainly on sap, which you can see if
you observe tree trunks at night. The horns
are used to compete for this food. They have
wings, but their large size and heavy shells
limit their flight capability. Since they
buzz loudly while flying, you'll have an
easier time finding them if you keep your
ears open.","8B99EEA7-3A1C-4B8B-A3BC-DF3544420D26","","00000000","","",CellImage,"",CellImage,"I_ORANGE",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
94,"EM5208_10_0","","Gold Hercudrome","","","","","","","F3EB1DC3-B0C0-4AAE-B26B-33BB81E11BD2","","","07A9A0A5-8F57-4F22-90E6-256DC6951315","A Hercudrome subspecies with a shiny, golden
carapace. While they share their ecology with the
base species, these are significantly more rare.","2B7C0697-EFFD-446C-A5A6-D64C17358509","A Hercudrome subspecies with a shiny, golden
carapace. Very few of these have been found,
and no one has figured out why the carapaces
are gold. However, the sightings span
several regions and these are classified
as a subspecies, not just a color variation.
Because of their beauty, they are in high
demand among collectors.","AAA66824-4FC4-4844-B200-1F218138F00C","","00000000","","",CellImage,"",CellImage,"I_LEMON",false,false,false,false,"INVALID","INVISIBLE","NONE","GET"
