"Sort ID","ID","Series","Name","Model ID","Price","Type Sort ID","Type","Rarity","Attack","True Attack","Affinity","Defense Bonus","Element","Element Attack","Sharpness Bar","Sharpness Bar (Handicraft)","Slot 1","Slot 2","Slot 3","Hunting Horn Type","Notes","Melodies","Echo Wave","Echo Bubble","Shelling Type","Shell Level","Switch Axe Phial Type","Switch Axe Phial Value","Charge Blade Phial Type","Kinsect Lv","Skill 1","Skill 1 Level","Skill 2","Skill 2 Level"
63,"ShortSword_106","G. Fulgur Tree","Fulgursword Guardiana",100002,20000,2,"Sword & Shield",8,294,210,0.15,0,"Thunder",250,"","",3,2,1,"","","","","","","","","","","","Critical Element",3,"",""
64,"ShortSword_076","Rathian Tree","Princess Rapier I",11,5000,2,"Sword & Shield",5,224,160,0.15,0,"Poison",120,"","",2,1,0,"","","","","","","","","","","","Critical Status",2,"Poison Duration Up",1
65,"ShortSword_077","Rathian Tree","Princess Rapier II",11,14000,2,"Sword & Shield",7,266,190,0.15,0,"Poison",150,"","",3,2,0,"","","","","","","","","","","","Critical Status",3,"Poison Duration Up",1
66,"ShortSword_078","Rathian Tree","Queen Rapier",11,20000,2,"Sword & Shield",8,294,210,0.15,0,"Poison",180,"","",3,2,1,"","","","","","","","","","","","Critical Status",3,"Poison Duration Up",1
67,"ShortSword_071","Rathalos Tree","Heat Edge I",12,10000,2,"Sword & Shield",6,252,180,0.1,0,"Fire",210,"","",2,1,0,"","","","","","","","","","","","Critical Boost",3,"",""
68,"ShortSword_072","Rathalos Tree","Corona",12,20000,2,"Sword & Shield",8,280,200,0.1,0,"Fire",250,"","",3,2,1,"","","","","","","","","","","","Critical Boost",3,"",""
69,"ShortSword_021","Gore Magala Tree","Sucher-Ankh I",13,14000,2,"Sword & Shield",7,252,180,0.2,0,"Dragon",160,"","",3,2,0,"","","","","","","","","","","","Critical Element",3,"",""
70,"ShortSword_022","Gore Magala Tree","Jäger-Ankh",13,20000,2,"Sword & Shield",8,294,210,0.2,0,"Dragon",200,"","",3,2,1,"","","","","","","","","","","","Critical Element",3,"",""
71,"ShortSword_123","Blangonga Tree","Snow-white Jambiya I",20,10000,2,"Sword & Shield",6,280,200,-0.1,0,"Ice",140,"","",2,1,0,"","","","","","","","","","","","Critical Draw",2,"Offensive Guard",1
72,"ShortSword_124","Blangonga Tree","Snow Lion Jambiya",20,20000,2,"Sword & Shield",8,322,230,-0.1,0,"Ice",180,"","",3,2,1,"","","","","","","","","","","","Critical Draw",2,"Offensive Guard",1
73,"ShortSword_042","Gravios Tree","Gravios Syphos I",19,10000,2,"Sword & Shield",6,294,210,-0.15,30,"Blast",190,"","",2,2,0,"","","","","","","","","","","","Guard Up",3,"",""
74,"ShortSword_043","Gravios Tree","Titan's Armament",19,20000,2,"Sword & Shield",8,336,240,-0.15,30,"Blast",250,"","",3,3,1,"","","","","","","","","","","","Guard Up",3,"",""
100,"ShortSword_165","","Artian Sword I",100003,40,2,"Sword & Shield",6,238,170,0.05,0,"-",230,"","",2,2,2,"","","","","","","","","","","","","","",""
101,"ShortSword_166","","Artian Sword II",100003,100,2,"Sword & Shield",7,252,180,0.05,0,"-",230,"","",2,2,2,"","","","","","","","","","","","","","",""
102,"ShortSword_167","","Verdoloto",100003,200,2,"Sword & Shield",8,266,190,0.05,0,"-",260,"","",3,3,3,"","","","","","","","","","","","","","",""
0,"TwinSword_000","Expedition Tree","Hope Daggers I",28,200,3,"Dual Blades",1,126,90,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","","","",""
1,"TwinSword_001","Expedition Tree","Hope Daggers II",28,500,3,"Dual Blades",1,140,100,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Speed Sharpening",1,"",""
2,"TwinSword_002","Expedition Tree","Hope Daggers III",28,1500,3,"Dual Blades",3,182,130,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Speed Sharpening",1,"Critical Eye",1
3,"TwinSword_003","Expedition Tree","Hope Daggers IV",28,4000,3,"Dual Blades",5,224,160,0,0,"-",0,"","",2,1,0,"","","","","","","","","","","","Speed Sharpening",2,"Critical Eye",1
4,"TwinSword_004","Expedition Tree","Hope Daggers V",28,14000,3,"Dual Blades",7,266,190,0,0,"-",0,"","",3,2,0,"","","","","","","","","","","","Speed Sharpening",2,"Critical Eye",1
5,"TwinSword_077","Expedition Tree","Esperanza Daggers",28,20000,3,"Dual Blades",8,294,210,0,0,"-",0,"","",3,2,1,"","","","","","","","","","","","Speed Sharpening",2,"Critical Eye",2
6,"TwinSword_040","G. Rathalos Tree","Twin Albiraths I",100000,2600,3,"Dual Blades",4,224,160,0.15,0,"Fire",90,"","",1,0,0,"","","","","","","","","","","","Master's Touch",1,"Critical Element",1
7,"TwinSword_041","G. Rathalos Tree","Twin Albiraths II",100000,10000,3,"Dual Blades",6,252,180,0.15,0,"Fire",120,"","",2,1,0,"","","","","","","","","","","","Master's Touch",1,"Critical Element",1
8,"TwinSword_042","G. Rathalos Tree","Wyvern Sentinels",100000,20000,3,"Dual Blades",8,294,210,0.15,0,"Fire",150,"","",3,2,1,"","","","","","","","","","","","Master's Touch",1,"Critical Element",1
9,"TwinSword_074","Water Element Tree","Guild Knight Sabers I",2,2600,3,"Dual Blades",4,182,130,0.1,0,"Water",140,"","",1,0,0,"","","","","","","","","","","","Focus",2,"",""
10,"TwinSword_075","Water Element Tree","Guild Knight Sabers II",2,10000,3,"Dual Blades",6,224,160,0.1,0,"Water",170,"","",3,2,0,"","","","","","","","","","","","Focus",3,"",""
11,"TwinSword_076","Water Element Tree","Master Sabers",2,20000,3,"Dual Blades",8,280,200,0.1,0,"Water",200,"","",3,2,1,"","","","","","","","","","","","Focus",3,"",""
12,"TwinSword_010","Ore Tree","Dual Hatchets I",10001,800,3,"Dual Blades",2,168,120,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Power Prolonger",1,"",""
13,"TwinSword_011","Ore Tree","Dual Hatchets II",10001,2600,3,"Dual Blades",4,224,160,0,0,"-",0,"","",1,0,0,"","","","","","","","","","","","Power Prolonger",2,"",""
14,"TwinSword_012","Ore Tree","Dual Hatchets III",10001,10000,3,"Dual Blades",6,266,190,0,0,"-",0,"","",2,1,0,"","","","","","","","","","","","Power Prolonger",3,"",""
15,"TwinSword_013","Ore Tree","Dual Cleavers",10001,20000,3,"Dual Blades",8,308,220,0,0,"-",0,"","",3,2,1,"","","","","","","","","","","","Power Prolonger",3,"",""
16,"TwinSword_043","Jin Dahaad Tree","Jin Dhakoo I",23,14000,3,"Dual Blades",7,266,190,0,0,"Ice",270,"","",3,2,0,"","","","","","","","","","","","Focus",3,"",""
17,"TwinSword_044","Jin Dahaad Tree","Precipice Ulokiem",23,20000,3,"Dual Blades",8,294,210,0,0,"Ice",300,"","",3,2,1,"","","","","","","","","","","","Focus",3,"",""
18,"TwinSword_047","G. Ebony Tree","Chthonian Kusarigamas I",100001,2600,3,"Dual Blades",4,196,140,0.1,0,"Dragon",140,"","",1,0,0,"","","","","","","","","","","","Power Prolonger",2,"",""
19,"TwinSword_048","G. Ebony Tree","Chthonian Kusarigamas II",100001,10000,3,"Dual Blades",6,238,170,0.1,0,"Dragon",170,"","",2,1,0,"","","","","","","","","","","","Power Prolonger",3,"",""
20,"TwinSword_049","G. Ebony Tree","Bequeathed Oblivion",100001,20000,3,"Dual Blades",8,294,210,0.1,0,"Dragon",200,"","",3,2,1,"","","","","","","","","","","","Power Prolonger",3,"",""
21,"TwinSword_014","Quematrice Tree","Quematrice Silexes I",3,500,3,"Dual Blades",1,140,100,0.05,0,"Fire",70,"","",0,0,0,"","","","","","","","","","","","Focus",1,"",""
22,"TwinSword_015","Quematrice Tree","Quematrice Silexes II",3,1500,3,"Dual Blades",3,196,140,0.05,0,"Fire",90,"","",0,0,0,"","","","","","","","","","","","Focus",2,"",""
23,"TwinSword_016","Quematrice Tree","Quematrice Silexes III",3,4000,3,"Dual Blades",5,238,170,0.05,0,"Fire",110,"","",2,1,0,"","","","","","","","","","","","Focus",2,"",""
24,"TwinSword_017","Quematrice Tree","Quematrice Silexes IV",3,14000,3,"Dual Blades",7,294,210,0.05,0,"Fire",130,"","",3,2,0,"","","","","","","","","","","","Focus",3,"",""
25,"TwinSword_018","Quematrice Tree","Firetrail Magnesiae",4,20000,3,"Dual Blades",8,336,240,0.05,0,"Fire",150,"","",3,2,1,"","","","","","","","","","","","Focus",3,"",""
26,"TwinSword_005","Bone Tree","Bone Hatchets I",10004,500,3,"Dual Blades",1,154,110,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Focus",1,"",""
27,"TwinSword_006","Bone Tree","Bone Hatchets II",10004,800,3,"Dual Blades",2,182,130,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Focus",1,"Attack Boost",1
28,"TwinSword_007","Bone Tree","Bone Hatchets III",10004,2600,3,"Dual Blades",4,238,170,0,0,"-",0,"","",1,0,0,"","","","","","","","","","","","Focus",2,"Attack Boost",1
29,"TwinSword_008","Bone Tree","Bone Hatchets IV",10004,10000,3,"Dual Blades",6,280,200,0,0,"-",0,"","",2,1,0,"","","","","","","","","","","","Focus",3,"Attack Boost",1
30,"TwinSword_009","Bone Tree","Wild Hatchets",10004,20000,3,"Dual Blades",8,322,230,0,0,"-",0,"","",3,2,1,"","","","","","","","","","","","Focus",3,"Attack Boost",1
31,"TwinSword_030","Uth Duna Tree","Uth Ngarpatu I",10,2000,3,"Dual Blades",3,224,160,-0.15,0,"Water",100,"","",0,0,0,"","","","","","","","","","","","Power Prolonger",2,"",""
32,"TwinSword_031","Uth Duna Tree","Uth Ngarpatu II",10,4000,3,"Dual Blades",5,266,190,-0.15,0,"Water",140,"","",2,1,0,"","","","","","","","","","","","Power Prolonger",2,"",""
33,"TwinSword_032","Uth Duna Tree","Uth Ngarpatu III",10,14000,3,"Dual Blades",7,308,220,-0.15,0,"Water",170,"","",3,2,0,"","","","","","","","","","","","Power Prolonger",3,"",""
34,"TwinSword_033","Uth Duna Tree","Ngarpatu-of-the-Waves",10,20000,3,"Dual Blades",8,336,240,-0.15,0,"Water",200,"","",3,2,1,"","","","","","","","","","","","Power Prolonger",3,"",""
35,"TwinSword_024","Congalala Tree","Pink Maracas I",7,800,3,"Dual Blades",2,168,120,0.05,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Punishing Draw",1,"Critical Draw",1
36,"TwinSword_025","Congalala Tree","Pink Maracas II",7,4000,3,"Dual Blades",5,238,170,0.05,0,"-",0,"","",2,1,0,"","","","","","","","","","","","Punishing Draw",2,"Critical Draw",1
37,"TwinSword_026","Congalala Tree","Funky Maracas",7,20000,3,"Dual Blades",8,308,220,0.05,0,"-",0,"","",3,3,1,"","","","","","","","","","","","Punishing Draw",3,"Critical Draw",2
38,"TwinSword_034","Ajarakan Tree","Ajara Twin Edges I",13,1500,3,"Dual Blades",3,182,130,0.1,0,"Blast",90,"","",0,0,0,"","","","","","","","","","","","Power Prolonger",2,"",""
39,"TwinSword_035","Ajarakan Tree","Ajara Twin Edges II",13,10000,3,"Dual Blades",6,252,180,0.1,0,"Blast",120,"","",2,1,0,"","","","","","","","","","","","Power Prolonger",3,"",""
40,"TwinSword_036","Ajarakan Tree","Ajara-Panthaka",13,20000,3,"Dual Blades",8,294,210,0.1,0,"Blast",150,"","",3,2,1,"","","","","","","","","","","","Power Prolonger",3,"",""
41,"TwinSword_027","Doshaguma Tree","Dosha Fastflayers I",8,800,3,"Dual Blades",2,196,140,-0.05,20,"-",0,"","",0,0,0,"","","","","","","","","","","","Power Prolonger",1,"",""
42,"TwinSword_028","Doshaguma Tree","Dosha Fastflayers II",8,2600,3,"Dual Blades",4,252,180,-0.05,20,"-",0,"","",1,0,0,"","","","","","","","","","","","Power Prolonger",2,"",""
43,"TwinSword_029","Doshaguma Tree","Dosha Fastflayers III",8,10000,3,"Dual Blades",6,294,210,-0.05,20,"-",0,"","",2,2,0,"","","","","","","","","","","","Power Prolonger",2,"",""
44,"TwinSword_081","Doshaguma Tree","Fastflayers Jambastra",9,20000,3,"Dual Blades",8,336,240,-0.05,20,"-",0,"","",3,3,1,"","","","","","","","","","","","Power Prolonger",2,"",""
45,"TwinSword_050","G. Arkveld Tree","G. Veldian Harpes I",21,2600,3,"Dual Blades",4,238,170,-0.1,0,"Dragon",90,"","",1,1,0,"","","","","","","","","","","","Focus",2,"",""
46,"TwinSword_051","G. Arkveld Tree","G. Veldian Harpes II",21,10000,3,"Dual Blades",6,294,210,-0.1,0,"Dragon",120,"","",2,2,0,"","","","","","","","","","","","Focus",2,"",""
47,"TwinSword_052","G. Arkveld Tree","G. Inspired Ywain",21,20000,3,"Dual Blades",8,336,240,-0.1,0,"Dragon",150,"","",3,3,1,"","","","","","","","","","","","Focus",2,"",""
48,"TwinSword_073","Arkveld Tree","Veldian Harpes I",26,14000,3,"Dual Blades",7,280,200,0,0,"Dragon",160,"","",3,2,0,"","","","","","","","","","","","Focus",3,"",""
49,"TwinSword_082","Arkveld Tree","Inspired Ywain",26,20000,3,"Dual Blades",8,308,220,0,0,"Dragon",200,"","",3,2,1,"","","","","","","","","","","","Focus",3,"",""
50,"TwinSword_037","G. Doshaguma Tree","Dosha Guardflayers I",100002,2600,3,"Dual Blades",4,252,180,-0.15,0,"-",0,"","",1,0,0,"","","","","","","","","","","","Focus",2,"",""
51,"TwinSword_038","G. Doshaguma Tree","Dosha Guardflayers II",100002,10000,3,"Dual Blades",6,308,220,-0.15,0,"-",0,"","",2,2,0,"","","","","","","","","","","","Focus",2,"",""
52,"TwinSword_039","G. Doshaguma Tree","Guardflayers Urbastra",100002,20000,3,"Dual Blades",8,350,250,-0.15,0,"-",0,"","",3,3,1,"","","","","","","","","","","","Focus",2,"",""
53,"TwinSword_019","Lala Barina Tree","Barina Faucilles I",5,500,3,"Dual Blades",1,140,100,0.1,0,"Paralysis",60,"","",0,0,0,"","","","","","","","","","","","Critical Draw",1,"",""
54,"TwinSword_020","Lala Barina Tree","Barina Faucilles II",5,1500,3,"Dual Blades",3,168,120,0.1,0,"Paralysis",80,"","",0,0,0,"","","","","","","","","","","","Critical Draw",1,"Critical Status",1
55,"TwinSword_021","Lala Barina Tree","Barina Faucilles III",5,4000,3,"Dual Blades",5,210,150,0.15,0,"Paralysis",110,"","",2,1,0,"","","","","","","","","","","","Critical Draw",1,"Critical Status",1
56,"TwinSword_022","Lala Barina Tree","Barina Faucilles IV",5,14000,3,"Dual Blades",7,252,180,0.15,0,"Paralysis",130,"","",3,2,0,"","","","","","","","","","","","Critical Draw",2,"Critical Status",1
57,"TwinSword_023","Lala Barina Tree","Lala Harpactirs",6,20000,3,"Dual Blades",8,280,200,0.15,0,"Paralysis",150,"","",3,2,1,"","","","","","","","","","","","Critical Draw",2,"Critical Status",1
58,"TwinSword_055","Yian Kut-Ku Tree","Kut-Ku Pair I",15,4000,3,"Dual Blades",5,252,180,0,0,"Fire",180,"","",2,1,0,"","","","","","","","","","","","Power Prolonger",2,"",""
59,"TwinSword_056","Yian Kut-Ku Tree","Kut-Ku Pair II",15,14000,3,"Dual Blades",7,294,210,0,0,"Fire",220,"","",3,2,0,"","","","","","","","","","","","Power Prolonger",3,"",""
60,"TwinSword_057","Yian Kut-Ku Tree","Dual Kut-Ku",15,20000,3,"Dual Blades",8,308,220,0,0,"Fire",250,"","",3,2,1,"","","","","","","","","","","","Power Prolonger",3,"",""
61,"TwinSword_069","Rathalos Tree","Twin Flames I",11,10000,3,"Dual Blades",6,252,180,0.1,0,"Fire",160,"","",2,1,0,"","","","","","","","","","","","Critical Boost",3,"",""
62,"TwinSword_070","Rathalos Tree","Wyvern Lovers",11,20000,3,"Dual Blades",8,280,200,0.1,0,"Fire",200,"","",3,2,1,"","","","","","","","","","","","Critical Boost",3,"",""
63,"TwinSword_071","Gore Magala Tree","Fledderklauen I",12,14000,3,"Dual Blades",7,252,180,0.2,0,"Dragon",120,"","",3,2,0,"","","","","","","","","","","","Critical Element",3,"",""
64,"TwinSword_072","Gore Magala Tree","Hungerklauen",12,20000,3,"Dual Blades",8,280,200,0.2,0,"Dragon",150,"","",3,2,1,"","","","","","","","","","","","Critical Element",3,"",""
65,"TwinSword_058","Gypceros Tree","Dual Battleaxes I",16,4000,3,"Dual Blades",5,252,180,0,0,"Poison",140,"","",2,1,0,"","","","","","","","","","","","Power Prolonger",2,"",""
66,"TwinSword_059","Gypceros Tree","Dual Battleaxes II",16,10000,3,"Dual Blades",6,280,200,0,0,"Poison",170,"","",2,1,0,"","","","","","","","","","","","Power Prolonger",3,"",""
67,"TwinSword_060","Gypceros Tree","Final Battleaxes",16,20000,3,"Dual Blades",8,322,230,0,0,"Poison",200,"","",3,2,1,"","","","","","","","","","","","Power Prolonger",3,"",""
68,"TwinSword_061","G. Fulgur Tree","Whirling Fulgur I",100003,10000,3,"Dual Blades",6,252,180,0.15,0,"Thunder",160,"","",2,1,0,"","","","","","","","","","","","Critical Element",3,"",""
69,"TwinSword_062","G. Fulgur Tree","Fulgurtwins Guardiana",100003,20000,3,"Dual Blades",8,294,210,0.15,0,"Thunder",200,"","",3,2,1,"","","","","","","","","","","","Critical Element",3,"",""
70,"TwinSword_063","Blangonga Tree","Blango Sai I",19,10000,3,"Dual Blades",6,280,200,-0.1,0,"Ice",110,"","",2,1,0,"","","","","","","","","","","","Power Prolonger",3,"",""
71,"TwinSword_064","Blangonga Tree","Blango Trishula",19,20000,3,"Dual Blades",8,322,230,-0.1,0,"Ice",150,"","",3,2,1,"","","","","","","","","","","","Power Prolonger",3,"",""
72,"TwinSword_065","Gravios Tree","Gravios Warmakers I",18,10000,3,"Dual Blades",6,294,210,-0.15,30,"Blast",170,"","",2,1,0,"","","","","","","","","","","","Focus",3,"",""
73,"TwinSword_066","Gravios Tree","Gravios Conquerors",18,20000,3,"Dual Blades",8,336,240,-0.15,30,"Blast",200,"","",3,2,1,"","","","","","","","","","","","Focus",3,"",""
100,"TwinSword_078","","Artian Edges I",100004,40,3,"Dual Blades",6,238,170,0.05,0,"-",220,"","",2,2,2,"","","","","","","","","","","","","","",""
101,"TwinSword_079","","Artian Edges II",100004,100,3,"Dual Blades",7,252,180,0.05,0,"-",220,"","",2,2,2,"","","","","","","","","","","","","","",""
102,"TwinSword_080","","Tiltkreise",100004,200,3,"Dual Blades",8,266,190,0.05,0,"-",250,"","",3,3,3,"","","","","","","","","","","","","","",""
0,"Tachi_000","Expedition Tree","Hope Edge I",3,200,4,"Long Sword",1,297,90,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","","","",""
1,"Tachi_001","Expedition Tree","Hope Edge II",3,500,4,"Long Sword",1,330,100,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Speed Sharpening",1,"",""
2,"Tachi_002","Expedition Tree","Hope Edge III",3,1500,4,"Long Sword",3,429,130,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Speed Sharpening",1,"Critical Eye",1
3,"Tachi_003","Expedition Tree","Hope Edge IV",3,4000,4,"Long Sword",5,528,160,0,0,"-",0,"","",2,1,0,"","","","","","","","","","","","Speed Sharpening",2,"Critical Eye",1
4,"Tachi_004","Expedition Tree","Hope Edge V",3,14000,4,"Long Sword",7,627,190,0,0,"-",0,"","",3,2,0,"","","","","","","","","","","","Speed Sharpening",2,"Critical Eye",1
5,"Tachi_167","Expedition Tree","Esperanza Edge",3,20000,4,"Long Sword",8,693,210,0,0,"-",0,"","",3,2,1,"","","","","","","","","","","","Speed Sharpening",2,"Critical Eye",2
6,"Tachi_058","G. Rathalos Tree","Wyvern Blade ""Ash"" I",100000,2600,4,"Long Sword",4,528,160,0.15,0,"Fire",210,"","",1,0,0,"","","","","","","","","","","","Master's Touch",1,"Critical Element",1
7,"Tachi_059","G. Rathalos Tree","Wyvern Blade ""Ash"" II",100000,10000,4,"Long Sword",6,594,180,0.15,0,"Fire",260,"","",2,1,0,"","","","","","","","","","","","Master's Touch",1,"Critical Element",1
8,"Tachi_060","G. Rathalos Tree","Wyvern Blade ""Lily",100000,20000,4,"Long Sword",8,693,210,0.15,0,"Fire",300,"","",3,2,1,"","","","","","","","","","","","Master's Touch",1,"Critical Element",1
9,"Tachi_050","Ore Tree","Iron Katana I",10000,800,4,"Long Sword",2,396,120,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Critical Draw",1,"",""
10,"Tachi_051","Ore Tree","Iron Katana II",10000,2600,4,"Long Sword",4,528,160,0,0,"-",0,"","",1,0,0,"","","","","","","","","","","","Critical Draw",2,"",""
11,"Tachi_052","Ore Tree","Iron Katana III",10000,10000,4,"Long Sword",6,627,190,0,0,"-",0,"","",2,1,0,"","","","","","","","","","","","Critical Draw",3,"",""
12,"Tachi_053","Ore Tree","Keen Edge",10002,20000,4,"Long Sword",8,726,220,0,0,"-",0,"","",3,2,1,"","","","","","","","","","","","Critical Draw",3,"",""
13,"Tachi_105","Rompopolo Tree","Rompo Hacker I",9,1500,4,"Long Sword",3,462,140,0,0,"Poison",150,"","",0,0,0,"","","","","","","","","","","","Power Prolonger",2,"",""
14,"Tachi_106","Rompopolo Tree","Rompo Hacker II",9,4000,4,"Long Sword",5,561,170,0,0,"Poison",190,"","",2,1,0,"","","","","","","","","","","","Power Prolonger",2,"",""
15,"Tachi_107","Rompopolo Tree","Rompo Hacker III",9,14000,4,"Long Sword",7,660,200,0,0,"Poison",220,"","",3,2,0,"","","","","","","","","","","","Power Prolonger",3,"",""
16,"Tachi_108","Rompopolo Tree","Rompo Mytoxin",9,20000,4,"Long Sword",8,726,220,0,0,"Poison",250,"","",3,2,1,"","","","","","","","","","","","Power Prolonger",3,"",""
17,"Tachi_034","Hirabami Tree","Windclaw Blade I",15,1500,4,"Long Sword",3,462,140,0,0,"Ice",180,"","",0,0,0,"","","","","","","","","","","","Focus",2,"Airborne",1
18,"Tachi_035","Hirabami Tree","Windclaw Blade II",15,5000,4,"Long Sword",5,561,170,0,0,"Ice",230,"","",2,1,0,"","","","","","","","","","","","Focus",2,"Airborne",1
19,"Tachi_036","Hirabami Tree","Windclaw Blade III",15,14000,4,"Long Sword",7,660,200,0,0,"Ice",270,"","",3,2,0,"","","","","","","","","","","","Focus",3,"Airborne",1
20,"Tachi_037","Hirabami Tree","Windclaw Kiribami",15,20000,4,"Long Sword",8,726,220,0,0,"Ice",300,"","",3,2,1,"","","","","","","","","","","","Focus",3,"Airborne",1
21,"Tachi_042","Quematrice Tree","Quematrice Lima I",4,500,4,"Long Sword",1,330,100,0.05,0,"Fire",100,"","",0,0,0,"","","","","","","","","","","","Punishing Draw",1,"",""
22,"Tachi_043","Quematrice Tree","Quematrice Lima II",4,1500,4,"Long Sword",3,462,140,0.05,0,"Fire",120,"","",0,0,0,"","","","","","","","","","","","Punishing Draw",2,"",""
23,"Tachi_044","Quematrice Tree","Quematrice Lima III",4,4000,4,"Long Sword",5,561,170,0.05,0,"Fire",150,"","",2,1,0,"","","","","","","","","","","","Punishing Draw",2,"",""
24,"Tachi_045","Quematrice Tree","Quematrice Lima IV",4,14000,4,"Long Sword",7,693,210,0.05,0,"Fire",170,"","",3,2,0,"","","","","","","","","","","","Punishing Draw",3,"",""
25,"Tachi_046","Quematrice Tree","Firetrail Ferrocere",5,20000,4,"Long Sword",8,759,230,0.05,0,"Fire",200,"","",3,2,1,"","","","","","","","","","","","Punishing Draw",3,"",""
26,"Tachi_008","Rey Dau Tree","Rey Tonitrus I",10,2000,4,"Long Sword",3,462,140,0,0,"Thunder",150,"","",0,0,0,"","","","","","","","","","","","Focus",1,"Punishing Draw",1
27,"Tachi_009","Rey Dau Tree","Rey Tonitrus II",10,4000,4,"Long Sword",5,561,170,0,0,"Thunder",190,"","",2,1,0,"","","","","","","","","","","","Focus",1,"Punishing Draw",1
28,"Tachi_010","Rey Dau Tree","Rey Tonitrus III",10,14000,4,"Long Sword",7,660,200,0,0,"Thunder",220,"","",3,2,0,"","","","","","","","","","","","Focus",2,"Punishing Draw",1
29,"Tachi_011","Rey Dau Tree","Tonitrus Clairblade",10,20000,4,"Long Sword",8,726,220,0,0,"Thunder",250,"","",3,2,1,"","","","","","","","","","","","Focus",2,"Punishing Draw",1
30,"Tachi_092","Bone Tree","Bone Shotel I",10004,500,4,"Long Sword",1,363,110,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Focus",1,"",""
31,"Tachi_093","Bone Tree","Bone Shotel II",10004,800,4,"Long Sword",2,429,130,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Focus",1,"Attack Boost",1
32,"Tachi_094","Bone Tree","Bone Shotel III",10004,2600,4,"Long Sword",4,561,170,0,0,"-",0,"","",1,0,0,"","","","","","","","","","","","Focus",2,"Attack Boost",1
33,"Tachi_095","Bone Tree","Bone Shotel IV",10004,10000,4,"Long Sword",6,660,200,0,0,"-",0,"","",2,1,0,"","","","","","","","","","","","Focus",3,"Attack Boost",1
34,"Tachi_096","Bone Tree","Hard Bone Shotel",10004,20000,4,"Long Sword",8,759,230,0,0,"-",0,"","",3,2,1,"","","","","","","","","","","","Focus",3,"Attack Boost",1
35,"Tachi_026","Uth Duna Tree","Uth Khlunda I",8,2000,4,"Long Sword",3,528,160,-0.15,0,"Water",200,"","",0,0,0,"","","","","","","","","","","","Power Prolonger",2,"",""
36,"Tachi_027","Uth Duna Tree","Uth Khlunda II",8,4000,4,"Long Sword",5,627,190,-0.15,0,"Water",260,"","",2,1,0,"","","","","","","","","","","","Power Prolonger",2,"",""
37,"Tachi_028","Uth Duna Tree","Uth Khlunda III",8,14000,4,"Long Sword",7,726,220,-0.15,0,"Water",320,"","",3,2,0,"","","","","","","","","","","","Power Prolonger",3,"",""
38,"Tachi_029","Uth Duna Tree","Khlunda-of-the-Waves",8,20000,4,"Long Sword",8,792,240,-0.15,0,"Water",350,"","",3,2,1,"","","","","","","","","","","","Power Prolonger",3,"",""
39,"Tachi_113","Doshaguma Tree","Dosha Fatecleaver I",0,800,4,"Long Sword",2,462,140,-0.05,20,"-",0,"","",0,0,0,"","","","","","","","","","","","Punishing Draw",1,"",""
40,"Tachi_114","Doshaguma Tree","Dosha Fatecleaver II",0,2600,4,"Long Sword",4,594,180,-0.05,20,"-",0,"","",1,0,0,"","","","","","","","","","","","Punishing Draw",2,"",""
41,"Tachi_115","Doshaguma Tree","Dosha Fatecleaver III",0,10000,4,"Long Sword",6,693,210,-0.05,20,"-",0,"","",2,1,0,"","","","","","","","","","","","Punishing Draw",3,"",""
42,"Tachi_168","Doshaguma Tree","Fatecleaver Kimkemush",1,20000,4,"Long Sword",8,792,240,-0.05,20,"-",0,"","",3,2,1,"","","","","","","","","","","","Punishing Draw",3,"",""
43,"Tachi_134","G. Arkveld Tree","G. Veldian Ensis I",21,2600,4,"Long Sword",4,561,170,-0.1,0,"Dragon",140,"","",1,1,0,"","","","","","","","","","","","Focus",2,"",""
44,"Tachi_135","G. Arkveld Tree","G. Veldian Ensis II",21,10000,4,"Long Sword",6,693,210,-0.1,0,"Dragon",170,"","",2,2,0,"","","","","","","","","","","","Focus",2,"",""
45,"Tachi_136","G. Arkveld Tree","G. Righteous Lancelot",21,20000,4,"Long Sword",8,792,240,-0.1,0,"Dragon",200,"","",3,3,1,"","","","","","","","","","","","Focus",2,"",""
46,"Tachi_142","Arkveld Tree","Veldian Ensis I",24,14000,4,"Long Sword",7,660,200,0,0,"Dragon",320,"","",3,2,0,"","","","","","","","","","","","Focus",3,"",""
47,"Tachi_169","Arkveld Tree","Righteous Lancelot",24,20000,4,"Long Sword",8,726,220,0,0,"Dragon",350,"","",3,2,1,"","","","","","","","","","","","Focus",3,"",""
